Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol	relative changes	negligible changes	Expression of 0	Rows with missing values	Outlier
gene-PA3277	75	56	66	88	7	9	3	5	host	gene-PA3277	0.8727009919165867	0	0	0	1
gene-PA3406	141	42	174	90	22	9	1	4	host	hasD	1.0383698778073924	0	0	0	1
gene-PA0130	54	31	47	64	7	8	5	7	host	gene-PA0130	0.8173622202026831	0	0	0	1
gene-PA1692	17	7	17	16	7	5	2	5	host	gene-PA1692	0.6046908048987398	0	0	0	1
gene-PA4167	11	11	5	5	1	2	0	0	host	gene-PA4167	0.9693254544964213	0	1	0	1
gene-PA3642	173	129	190	297	37	35	22	13	host	rnhB	0.8574102075614753	0	0	0	1
gene-PA3332	4	25	1	28	0	9	1	0	host	gene-PA3332	1.2684622736969309	0	1	0	1
gene-PA5136	115	158	55	115	27	30	18	10	host	gene-PA5136	0.7880972890490285	0	0	0	1
gene-PA3939	9	5	3	10	1	2	1	0	host	gene-PA3939	0.9163788846026962	0	1	0	1
gene-PA1424a	14	11	6	9	3	1	1	0	host	gene-PA1424a	0.8706461344070993	0	1	0	1
gene-PA3609	11	8	5	10	1	0	9	1	host	potC	0.7433657192745657	0	1	0	1
gene-PA4374	75	83	27	50	11	6	5	4	host	gene-PA4374	0.9338525378925958	0	0	0	1
gene-PA5241	719	672	312	458	69	83	43	29	host	ppx	0.9023659897656228	0	0	0	1
gene-PA2913	8	6	6	9	3	2	0	0	host	gene-PA2913	0.7692174606248248	0	1	0	1
gene-PA3930	92	163	73	204	52	36	72	73	host	cioA	0.564825392824643	0	0	0	1
gene-PA2823	221	223	110	148	24	17	15	10	host	gene-PA2823	0.902380387964706	0	0	0	1
gene-PPLUZ19_gp10	4	0	2633	2360	76407	70130	51406	52142	phage	gp10	0.9915673659771816	0	1	0	1
gene-PA3477	600	1023	200	403	53	92	37	22	host	rhlR	1.094341675013564	0	0	0	1
gene-PA0635	104	131	79	148	82	122	60	41	host	gene-PA0635	0.3589519972241898	0	0	0	1
gene-PA1684	72	81	66	94	17	13	15	9	host	gene-PA1684	0.7256300128687361	0	0	0	1
gene-PA2832	154	91	41	45	6	9	2	4	host	tpm	1.1463200193562264	0	0	0	1
gene-PA1808	45	45	38	44	12	7	13	13	host	gene-PA1808	0.5937193845906723	0	0	0	1
gene-PA1463	258	256	177	259	29	23	9	14	host	gene-PA1463	0.8762208615499565	0	0	0	1
gene-PA1683	66	68	82	101	19	21	14	3	host	gene-PA1683	0.7342968443644369	0	0	0	1
gene-PA1411	12	15	12	20	4	8	1	2	host	gene-PA1411	0.6767558932729143	0	0	0	1
gene-PA5420	19	15	17	8	3	1	3	0	host	purU2	0.871442657245358	0	1	0	1
gene-PA1714	2171	743	1303	949	208	93	36	47	host	exsD	1.0279819173984404	0	0	0	1
gene-PA5371	102	78	55	74	23	33	15	10	host	gene-PA5371	0.6454004561893656	0	0	0	1
gene-PA3752	38	37	26	27	1	3	1	1	host	gene-PA3752	0.9405353883097403	0	0	0	1
gene-PA4237	743	1735	1048	2130	474	730	395	207	host	rplQ	0.6773919598074493	0	0	0	1
gene-PA2571	155	136	53	95	16	12	9	1	host	gene-PA2571	0.9633733895260184	0	0	0	1
gene-PA2192	3	4	0	1	0	1	3	0	host	gene-PA2192	1.0	0	1	0	1
gene-PA5001	360	561	309	533	66	80	50	23	host	gene-PA5001	0.8401906851555894	0	0	0	1
gene-PA3113	503	566	241	436	58	55	25	14	host	trpF	0.9167562951909617	0	0	0	1
gene-PA2931	31	16	9	10	1	5	5	2	host	cifR	0.928720642456969	0	0	0	1
gene-PA2966	2906	2531	2380	3649	839	1123	511	291	host	acpP	0.6541043740210515	0	0	0	1
gene-PA4276.1	242	572	331	627	184	259	178	109	host	gene-PA4276.1	0.5657298602056099	0	0	0	1
gene-PA4937.2	97	283	121	255	99	192	65	39	host	gene-PA4937.2	0.5813882309189969	0	0	0	1
gene-PA1266	3	2	1	2	1	1	1	1	host	gene-PA1266	0.47140452079103173	0	0	0	1
gene-PA4173	1	0	3	1	0	1	0	0	host	gene-PA4173	1.2909944487358056	0	1	0	1
gene-PA4258	1796	6079	2402	4740	1429	2269	970	482	host	rplV	0.7143435111704468	0	0	0	1
gene-PA1219	2	3	2	2	1	0	1	1	host	gene-PA1219	0.5773502691896257	0	1	0	1
gene-PA2683	39	30	29	35	4	9	7	5	host	gene-PA2683	0.701932690279077	0	0	0	1
gene-PA1172	11	13	30	39	4	8	4	2	host	napC	0.9083922764308549	0	0	0	1
gene-PA2848	2	0	2	3	4	0	2	0	host	gene-PA2848	0.8668790515065111	0	1	0	1
gene-PA3884	0	4	3	0	0	1	0	1	host	gene-PA3884	1.2909944487358056	0	1	0	1
gene-PA5296	175	220	158	256	34	60	29	20	host	rep	0.7411769469691109	0	0	0	1
gene-PA4461	210	234	204	289	43	75	39	27	host	gene-PA4461	0.6984869147263609	0	0	0	1
gene-PA3184	119	125	120	342	21	38	23	24	host	gene-PA3184	0.9957686693136966	0	0	0	1
gene-PA4602	113	159	184	314	110	105	73	69	host	glyA3	0.532096193940525	0	0	0	1
gene-PA4369	47	39	15	15	2	6	2	2	host	gene-PA4369	1.0317233762011986	0	0	0	1
gene-PA3289	28	18	17	26	3	1	3	1	host	gene-PA3289	0.8829341705332081	0	0	0	1
gene-PA2621	548	893	299	514	67	101	26	31	host	gene-PA2621	0.9542482145636471	0	0	0	1
gene-PA1673	32	56	19	34	7	8	2	2	host	gene-PA1673	0.9010410645470049	0	0	0	1
gene-PA0903	615	821	468	822	131	157	110	55	host	alaS	0.7657061147023815	0	0	0	1
gene-PA4762	49	38	28	46	10	13	9	10	host	grpE	0.6299065456901005	0	0	0	1
gene-PA1792	137	124	135	143	25	31	11	6	host	gene-PA1792	0.769800358919501	0	0	0	1
gene-PA5551	118	112	54	94	10	23	6	9	host	gene-PA5551	0.8471934729571098	0	0	0	1
gene-PA1081	226	164	161	153	22	6	3	5	host	flgF	0.9315977462657012	0	0	0	1
gene-PA3132	15	12	3	6	1	3	1	2	host	gene-PA3132	0.9252775006547796	0	0	0	1
gene-PA3377	4	1	5	4	0	1	0	1	host	gene-PA3377	0.9354143466934853	0	1	0	1
gene-PA4451	134	379	202	330	78	122	64	33	host	gene-PA4451	0.7063941970701019	0	0	0	1
gene-PA1299	89	66	12	50	9	9	2	3	host	gene-PA1299	1.0472185381603338	0	0	0	1
gene-PA0292	67	76	90	95	17	29	5	5	host	aguA	0.7416344796386484	0	0	0	1
gene-PA0990	25	18	6	16	4	5	2	2	host	gene-PA0990	0.8344174407832298	0	0	0	1
gene-PA1161	68	59	59	95	18	11	4	6	host	rrmA	0.8056441522161009	0	0	0	1
gene-PA4759	73	77	36	34	13	9	12	3	host	dapB	0.8422574241120657	0	0	0	1
gene-PA2711	21	14	18	27	1	1	0	3	host	gene-PA2711	0.9399256394058291	0	1	0	1
gene-PA4410	609	461	455	630	53	59	15	12	host	ddlB	0.9028331408236031	0	0	0	1
gene-PA3044	30	25	12	25	7	9	2	0	host	gene-PA3044	0.7780033780121697	0	1	0	1
gene-PA3133.3	369	668	235	510	180	290	140	73	host	gene-PA3133.3	0.606743453479586	0	0	0	1
gene-PA0063	48	30	16	26	5	7	4	3	host	gene-PA0063	0.8680624550444944	0	0	0	1
gene-PA1267	1	2	2	3	0	1	0	0	host	gene-PA1267	0.9362388636862621	0	1	0	1
gene-PA1183	21	22	208	330	15	15	5	4	host	dctA	1.4819763500762162	0	0	0	1
gene-PA0483	163	115	27	51	4	7	2	0	host	gene-PA0483	1.2400646940200866	0	1	0	1
gene-PA2112	137	15	169	109	30	17	3	3	host	gene-PA2112	1.0390301691145036	0	0	0	1
gene-PA3388	4	4	6	9	2	1	0	2	host	gene-PA3388	0.7824607964359516	0	1	0	1
gene-PA5047	205	154	113	186	37	45	24	19	host	gene-PA5047	0.7296556838773309	0	0	0	1
gene-PA0289	26	37	13	15	1	3	2	1	host	gpuR	1.0218357360914323	0	0	0	1
gene-PA2685	387	447	226	348	71	91	43	32	host	gene-PA2685	0.768365732014851	0	0	0	1
gene-PA3076	35	34	24	49	7	9	4	7	host	gene-PA3076	0.7452568173584151	0	0	0	1
gene-PA4865	7	3	2	3	3	1	1	0	host	ureA	0.8	0	1	0	1
gene-PA2770	239	180	97	125	32	25	19	11	host	gene-PA2770	0.8725544602353259	0	0	0	1
gene-PA4104	14	15	8	12	4	3	1	0	host	gene-PA4104	0.7828179479762493	0	1	0	1
gene-PA4205	22	17	229	249	86	87	58	40	host	mexG	0.8608963459604063	0	0	0	1
gene-PA0815	85	56	27	44	15	12	7	1	host	gene-PA0815	0.8735093422685895	0	0	0	1
gene-PA4351	20	10	9	10	1	5	1	2	host	gene-PA4351	0.8325997563896301	0	0	0	1
gene-PA1926	104	131	183	244	47	49	21	13	host	gene-PA1926	0.7809034661509623	0	0	0	1
gene-PA3058	16	18	12	17	0	1	1	0	host	pelG	0.9601528477926107	0	1	0	1
gene-PA1796.4	14	24	23	47	12	9	6	2	host	gene-PA1796.4	0.7804076990101414	0	0	0	1
gene-PA1120	45	43	40	55	5	5	1	2	host	tpbB	0.883935013375825	0	0	0	1
gene-PA2421	9	6	11	13	1	6	4	4	host	gene-PA2421	0.5530809082617807	0	0	0	1
gene-PA4020	179	146	167	229	24	30	14	16	host	mpl	0.8210935807906249	0	0	0	1
gene-PA2275	24	14	310	329	113	81	43	46	host	gene-PA2275	0.9913164647746618	0	0	0	1
gene-PA2546	35	24	12	24	4	4	2	3	host	gene-PA2546	0.8717483182177644	0	0	0	1
gene-PA0976	50	104	93	130	9	19	19	5	host	gene-PA0976	0.8517030849882866	0	0	0	1
gene-PA3380	1	0	1	1	0	0	0	0	host	gene-PA3380	1.2909944487358056	0	1	0	1
gene-PA2657	57	63	47	72	19	11	11	1	host	gene-PA2657	0.7358807630729124	0	0	0	1
gene-PA2751	26	17	7	20	8	3	4	1	host	gene-PA2751	0.7917230014208931	0	0	0	1
gene-PA3025	68	45	18	38	4	6	2	4	host	gene-PA3025	0.9921091153259953	0	0	0	1
gene-PA3308	70	93	117	164	50	66	25	12	host	gene-PA3308	0.6214901983434056	0	0	0	1
gene-PA4590	17	27	4	17	2	7	1	2	host	pra	0.9291842496926411	0	0	0	1
gene-PA0830	24	18	13	13	8	5	6	5	host	gene-PA0830	0.5584883729854404	0	0	0	1
gene-PA3972	97	86	57	83	10	14	3	6	host	gene-PA3972	0.8498572178584577	0	0	0	1
gene-PA2735	696	879	517	818	81	93	52	43	host	gene-PA2735	0.8671839093762388	0	0	0	1
gene-PA0428	420	486	787	1224	111	127	42	22	host	gene-PA0428	0.9884875391499469	0	0	0	1
gene-PA1781	8	14	4	8	5	7	4	8	host	nirB	0.41808122941317727	0	0	0	1
gene-PA2551	335	236	656	1013	53	54	14	20	host	gene-PA2551	1.140709479558596	0	0	0	1
gene-PA5198	147	127	51	109	20	19	5	9	host	gene-PA5198	0.8892071410358674	0	0	0	1
gene-PA1669	45	54	38	71	8	16	12	2	host	gene-PA1669	0.7565345358493849	0	0	0	1
gene-PA4196	18	13	9	7	5	1	2	1	host	bfiR	0.817537367304257	0	0	0	1
gene-PA3595	11	15	5	7	4	1	0	0	host	gene-PA3595	0.943796459893164	0	1	0	1
gene-PA2005	140	107	124	202	18	17	8	7	host	gene-PA2005	0.9016110088678504	0	0	0	1
gene-PA0914	5	4	7	14	9	13	5	2	host	gene-PA0914	0.5463308969927525	0	0	0	1
gene-PA1254	7	5	3	2	3	3	1	0	host	gene-PA1254	0.6871842709362768	0	1	0	1
gene-PA2151	7	12	9	12	2	0	1	2	host	gene-PA2151	0.8288024977320674	0	1	0	1
gene-PA2702	6	13	4	11	3	8	2	0	host	gene-PA2702	0.7193251703990199	0	1	0	1
gene-PA0634	197	214	209	265	126	188	103	77	host	gene-PA0634	0.34664847124257636	0	0	0	1
gene-PA0684	0	0	1	1	0	0	1	0	host	gene-PA0684	1.2909944487358056	0	1	0	1
gene-PA1389	64	49	33	30	6	3	4	0	host	gene-PA1389	0.9561214025375431	0	1	0	1
gene-PA0912	33	30	18	29	2	7	4	2	host	gene-PA0912	0.8076038632894224	0	0	0	1
gene-PA5445	266	231	151	281	30	38	5	9	host	gene-PA5445	0.8871863222588098	0	0	0	1
gene-PA4021	144	87	51	57	10	10	2	2	host	gene-PA4021	1.0422365424289324	0	0	0	1
gene-PA0799	110	85	89	139	13	21	11	8	host	gene-PA0799	0.8199200616907878	0	0	0	1
gene-PA5561	375	580	202	455	89	169	80	40	host	atpI	0.7444292408102796	0	0	0	1
gene-PA2890	9	8	6	4	0	4	0	0	host	atuE	0.8792911722863878	0	1	0	1
gene-PA2968	560	734	1236	2107	350	542	201	92	host	fabD	0.8481188714733101	0	0	0	1
gene-PA0385	18	32	11	28	2	2	2	3	host	gene-PA0385	0.9456271704655588	0	0	0	1
gene-PA2328	11	14	1	12	2	1	1	1	host	gene-PA2328	1.0144974005203367	0	0	0	1
gene-PA3108	514	789	665	867	201	230	103	92	host	purF	0.6816339852399249	0	0	0	1
gene-PA2781	15	17	6	14	5	2	1	1	host	gene-PA2781	0.8188520487699787	0	0	0	1
gene-PA2075	21	9	9	7	2	1	0	0	host	gene-PA2075	1.0904530618279629	0	1	0	1
gene-PA1030.1	9	17	3	6	1	3	1	1	host	gene-PA1030.1	1.015934907300416	0	0	0	1
gene-PA4159	18	15	3	3	4	0	0	1	host	fepB	1.1887906209656383	0	1	0	1
gene-PA3987	1394	1517	1445	2067	257	341	156	117	host	leuS	0.7923410002594358	0	0	0	1
gene-PA4810	17	12	17	29	5	7	4	3	host	fdnI	0.7104599088112341	0	0	0	1
gene-PA4900	3	1	7	8	1	0	0	0	host	gene-PA4900	1.2165525060596438	0	1	0	1
gene-PA2759	18	30	5	12	4	5	3	1	host	gene-PA2759	0.9480246947351872	0	0	0	1
gene-PA0740	16	14	10	16	5	9	1	2	host	sdsA1	0.6161338669602471	0	0	0	1
gene-PA5484	112	122	119	154	13	15	6	7	host	gene-PA5484	0.8674469261236851	0	0	0	1
gene-PA1946	147	150	110	176	17	16	11	5	host	rbsB	0.8718110336815923	0	0	0	1
gene-PA1566	5	4	8	6	1	4	1	1	host	gene-PA1566	0.6497862896539309	0	0	0	1
gene-PA4781	154	77	33	38	7	8	3	1	host	gene-PA4781	1.227932114010398	0	0	0	1
gene-PA4139	0	9	4	2	1	1	0	0	host	gene-PA4139	1.3605921772023972	0	1	0	1
gene-PA3258	83	111	52	98	13	14	9	7	host	gene-PA3258	0.8426110548885075	0	0	0	1
gene-PA2196	19	16	3	13	1	5	3	1	host	gene-PA2196	0.8869140324409167	0	0	0	1
gene-PA2766	7	8	1	2	4	1	2	0	host	gene-PA2766	0.8827230596285564	0	1	0	1
gene-PA2012	1792	939	1489	1680	183	170	44	57	host	liuD	0.907194633839227	0	0	0	1
gene-PA4223	184	145	180	244	61	86	21	8	host	gene-PA4223	0.6845859479098585	0	0	0	1
gene-PA0188	5	3	2	6	3	5	0	0	host	gene-PA0188	0.7071067811865475	0	1	0	1
gene-PA2799	21	20	12	17	1	3	1	4	host	gene-PA2799	0.8171177768867094	0	0	0	1
gene-PA1405	60	38	15	17	5	2	4	2	host	gene-PA1405	1.092499289268053	0	0	0	1
gene-PA4950	97	74	70	121	10	13	12	8	host	gene-PA4950	0.8380488440178232	0	0	0	1
gene-PA0567	43	46	22	33	4	3	6	2	host	gene-PA0567	0.8792218890005536	0	0	0	1
gene-PA3734	24	33	12	14	3	6	2	2	host	gene-PA3734	0.8868248605746984	0	0	0	1
gene-PA0882	7	7	5	7	0	2	0	1	host	gene-PA0882	0.8268675040194344	0	1	0	1
gene-PA5065	119	111	116	160	39	28	27	16	host	ubiB	0.6716307565662811	0	0	0	1
gene-PA3750	30	21	27	51	2	5	0	3	host	gene-PA3750	0.9745745529389039	0	1	0	1
gene-PA4170	29	35	15	22	0	0	2	0	host	gene-PA4170	1.0466992047317905	0	1	0	1
gene-PA3605	65	69	28	32	14	5	9	3	host	gene-PA3605	0.868829210795116	0	0	0	1
gene-PA2389	467	520	529	875	110	148	65	49	host	pvdR	0.8062502388505046	0	0	0	1
gene-PA0095	240	261	84	151	27	44	28	13	host	gene-PA0095	0.8780936258772961	0	0	0	1
gene-PA3705	95	75	61	85	12	13	9	7	host	wspD	0.7965383840104745	0	0	0	1
gene-PA4988	61	52	41	60	7	13	5	4	host	waaA	0.7880524126115895	0	0	0	1
gene-PA1476	72	91	44	69	6	19	8	5	host	ccmB	0.8218041638094256	0	0	0	1
gene-PA4447	101	151	101	173	37	44	19	15	host	hisC1	0.7068701105781696	0	0	0	1
gene-PA4757	99	99	131	169	44	35	25	17	host	gene-PA4757	0.6700584801315503	0	0	0	1
gene-PA3280	9	17	4	9	1	1	5	1	host	oprO	0.8903181256556459	0	0	0	1
gene-PA5427	33	26	17	27	8	5	1	2	host	adhA	0.7907647862090565	0	0	0	1
gene-PA1051	26	21	73	98	27	21	6	6	host	gene-PA1051	0.888802263317493	0	0	0	1
gene-PA3801	911	885	477	804	122	159	73	65	host	gene-PA3801	0.8127025725712665	0	0	0	1
gene-PA4239	951	2177	1720	3058	769	959	552	277	host	rpsD	0.6710240518210188	0	0	0	1
gene-PA0482	1471	785	378	484	96	112	64	69	host	glcB	1.0637146411774876	0	0	0	1
gene-PA2920	155	90	58	73	15	10	7	3	host	gene-PA2920	0.9753231877354557	0	0	0	1
gene-PA1499	5	4	5	2	1	1	2	2	host	gene-PA1499	0.5677270907634907	0	0	0	1
gene-PA5565	492	371	2927	506	99	279	82	64	host	gidA	1.4842343951720167	0	0	0	1
gene-PA3298	5	3	4	8	0	3	0	0	host	gene-PA3298	0.9274230003348497	0	1	0	1
gene-PA2490	3	7	8	10	3	6	5	1	host	gene-PA2490	0.517409196774116	0	0	0	1
gene-PA3784	30	47	36	72	7	9	5	6	host	gene-PA3784	0.860716583242041	0	0	0	1
gene-PPLUZ19_gp13	0	0	114	89	42729	40120	17883	14853	phage	gp13	1.1714976859471813	0	1	0	1
gene-PA3586	28	11	8	14	8	3	4	4	host	gene-PA3586	0.7664854858377945	0	0	0	1
gene-PA0321	25	21	9	25	5	4	1	0	host	gene-PA0321	0.8897218319630045	0	1	0	1
gene-PA1019a	7	5	2	5	1	1	0	0	host	gene-PA1019a	0.9511897312113418	0	1	0	1
gene-PA4136	30	29	12	18	2	1	1	1	host	gene-PA4136	1.0031638497128752	0	0	0	1
gene-PA3732	343	440	121	202	35	38	25	14	host	gene-PA3732	0.9981189217756707	0	0	0	1
gene-PA3361	13	30	6	23	0	4	3	2	host	lecB	1.0137749621243408	0	1	0	1
gene-PA1574	47	63	49	68	21	17	10	5	host	gene-PA1574	0.6591583997176759	0	0	0	1
gene-PA5050	49	45	29	38	4	7	3	2	host	priA	0.8565053739005053	0	0	0	1
gene-PA5046	13675	1002	579	825	180	249	136	77	host	gene-PA5046	2.1001709872587475	0	0	0	1
gene-PA1607	228	195	88	118	69	61	45	55	host	gene-PA1607	0.5979113853651293	0	0	0	1
gene-PA0965	302	298	232	348	57	62	34	12	host	ruvC	0.7789348766222313	0	0	0	1
gene-PA1257	3	9	5	4	3	1	1	2	host	gene-PA1257	0.6998542122237651	0	0	0	1
gene-PA0818	66	74	35	81	8	11	3	1	host	gene-PA0818	0.9114308438476648	0	0	0	1
gene-PA2482	39	37	40	73	9	9	8	2	host	gene-PA2482	0.8409727911206738	0	0	0	1
gene-PA2388	48	68	22	40	8	9	4	4	host	fpvR	0.8853711999289983	0	0	0	1
gene-PA1186	6	10	4	4	2	6	3	0	host	gene-PA1186	0.6458659745975608	0	1	0	1
gene-PA1514	28	15	13	16	4	2	0	3	host	gene-PA1514	0.8853668219381233	0	1	0	1
gene-PA1110	34	27	12	17	10	5	3	2	host	gene-PA1110	0.7898111501444899	0	0	0	1
gene-PA0415	70	73	55	104	16	15	3	5	host	chpC	0.8315166398992191	0	0	0	1
gene-PA4372	105	113	74	93	5	10	3	0	host	gene-PA4372	0.9351086254000592	0	1	0	1
gene-PA4336	87	94	33	36	10	10	6	5	host	gene-PA4336	0.964452205995047	0	0	0	1
gene-PA3645	227	406	381	618	78	106	67	34	host	fabZ	0.8175798359541235	0	0	0	1
gene-PA0080	15	16	11	20	7	4	4	3	host	gene-PA0080	0.6041522986797286	0	0	0	1
gene-PA2629	63	58	115	159	56	78	30	27	host	purB	0.5662547017359393	0	0	0	1
gene-PA0639	103	123	111	207	93	153	81	36	host	gene-PA0639	0.41828849452398914	0	0	0	1
gene-PA4845	51	67	48	78	26	22	15	8	host	dipZ	0.6039343586008451	0	0	0	1
gene-PA0960	87	88	43	66	6	21	8	6	host	gene-PA0960	0.8206506294528152	0	0	0	1
gene-PA1327	124	98	39	81	10	14	4	9	host	gene-PA1327	0.9291158768488967	0	0	0	1
gene-PA2099	12	9	3	9	4	2	0	0	host	gene-PA2099	0.8729253605409847	0	1	0	1
gene-PA3681	51	17	13	26	8	10	4	5	host	gene-PA3681	0.8691387081516817	0	0	0	1
gene-PA4650	9	13	4	14	4	5	2	0	host	gene-PA4650	0.7479306322651236	0	1	0	1
gene-PA4992	43	32	40	54	12	13	9	6	host	gene-PA4992	0.6572811405669685	0	0	0	1
gene-PA3056	142	98	24	44	4	6	3	4	host	gene-PA3056	1.2044532752696104	0	0	0	1
gene-PA5008	102	148	93	175	30	31	10	8	host	gene-PA5008	0.8075838801967	0	0	0	1
gene-PA1290	8	16	5	7	2	0	2	0	host	gene-PA1290	1.004987562112089	0	1	0	1
gene-PA4436	35	45	14	27	7	6	5	4	host	gene-PA4436	0.8262112727628762	0	0	0	1
gene-PA1383	84	108	34	58	15	14	5	6	host	gene-PA1383	0.8987789986766073	0	0	0	1
gene-PA5549	121	161	144	201	62	96	76	73	host	glmS	0.39273956781172403	0	0	0	1
gene-PA1490	9	2	6	3	0	1	0	0	host	gene-PA1490	1.1732080947385637	0	1	0	1
gene-PA4182	24	31	8	8	1	1	1	0	host	gene-PA4182	1.1986722627857667	0	1	0	1
gene-PA2812	61	57	48	53	17	7	7	5	host	gene-PA2812	0.732976740395481	0	0	0	1
gene-PA1733	53	44	21	24	2	7	3	1	host	gene-PA1733	0.9693534968591432	0	0	0	1
gene-PA0836.1	12	10	3	3	0	2	1	2	host	gene-PA0836.1	0.9953980427670813	0	1	0	1
gene-PA3766	31	43	28	48	8	11	3	6	host	gene-PA3766	0.739783335792428	0	0	0	1
gene-PA2032	71	78	22	46	12	14	9	4	host	gene-PA2032	0.8536742737279834	0	0	0	1
gene-PA3563	54	34	47	56	5	13	3	6	host	fruR	0.7908554880611127	0	0	0	1
gene-PA3769	359	446	600	764	205	240	163	114	host	guaA	0.5918430017169449	0	0	0	1
gene-PA0458	38	49	38	46	7	11	4	7	host	gene-PA0458	0.7266360849833979	0	0	0	1
gene-PA5111	85	128	101	128	19	28	8	10	host	gloA3	0.7764667502731638	0	0	0	1
gene-PA2502	20	37	23	41	7	12	8	6	host	gene-PA2502	0.664117801327044	0	0	0	1
gene-PA0225	77	52	22	35	3	6	2	4	host	gene-PA0225	1.0299228469965966	0	0	0	1
gene-PA0245	2	3	3	7	1	0	0	0	host	aroQ2	1.118033988749895	0	1	0	1
gene-PA0198	5	8	5	3	0	4	1	0	host	exbB1	0.8104349040655953	0	1	0	1
gene-PA4858	11	13	6	18	5	5	6	3	host	gene-PA4858	0.5724420570377644	0	0	0	1
gene-PA0057	16	8	7	4	1	2	0	0	host	gene-PA0057	1.0773415521294063	0	1	0	1
gene-PA4715	319	275	136	148	48	24	25	30	host	gene-PA4715	0.8717139160054976	0	0	0	1
gene-PA5226	101	65	44	57	11	16	1	7	host	gene-PA5226	0.8704264521917163	0	0	0	1
gene-PA2375	24	16	13	14	1	1	0	5	host	gene-PA2375	0.8877874435490185	0	1	0	1
gene-PA1682	25	57	46	67	4	12	6	4	host	gene-PA1682	0.8666900808943842	0	0	0	1
gene-PA1761	102	96	112	124	6	8	4	8	host	gene-PA1761	0.8967490118032649	0	0	0	1
gene-PA1805	1451	1611	1228	1743	225	200	132	85	host	ppiD	0.8252031222778763	0	0	0	1
gene-PA1821	534	777	273	371	71	74	75	32	host	gene-PA1821	0.9146546719229943	0	0	0	1
gene-PA2598	9	15	2	11	2	1	0	0	host	gene-PA2598	1.0862780491200215	0	1	0	1
gene-PA3274	12	16	4	6	0	0	1	0	host	gene-PA3274	1.1758584090049335	0	1	0	1
gene-PA2836	5	8	4	5	1	0	0	0	host	gene-PA2836	0.9905031086864797	0	1	0	1
gene-PA4783	13	12	8	14	4	4	5	0	host	gene-PA4783	0.6324555320336759	0	1	0	1
gene-PA2643	57	49	60	73	68	47	26	16	host	nuoH	0.3740102743752246	0	0	0	1
gene-PA3772	7	7	3	8	1	3	0	1	host	gene-PA3772	0.7859884081701064	0	1	0	1
gene-PA0356	39	54	37	54	13	15	7	4	host	gene-PA0356	0.6906266365548503	0	0	0	1
gene-PA5374	14	26	374	208	93	54	13	52	host	betI	1.1324709949129534	0	0	0	1
gene-PA2606	25	20	18	13	3	5	3	5	host	gene-PA2606	0.7064381221422574	0	0	0	1
gene-PA2791	6	8	8	12	2	2	0	1	host	gene-PA2791	0.8168990934396918	0	1	0	1
gene-PA3400	32	47	20	51	2	11	5	0	host	gene-PA3400	0.8997354108424374	0	1	0	1
gene-PA1656	20	90	24	208	14	88	43	7	host	gene-PA1656	1.018980968789506	0	0	0	1
gene-PA2437	10	6	14	14	2	3	1	0	host	gene-PA2437	0.856971411425142	0	1	0	1
gene-PA1419	48	16	57	17	3	5	1	2	host	gene-PA1419	1.1006506791353896	0	0	0	1
gene-PA4920	82	70	55	48	8	9	6	5	host	nadE	0.84498117291711	0	0	0	1
gene-PA1799	17	14	8	12	6	6	3	4	host	parR	0.5383269623261935	0	0	0	1
gene-PA3126	21	26	9	12	5	7	5	4	host	ibpA	0.6866814198021358	0	0	0	1
gene-PA3535	36	37	26	56	4	8	3	4	host	gene-PA3535	0.8597670416073905	0	0	0	1
gene-PA2755	155	157	98	94	30	21	15	21	host	eco	0.7636496815409697	0	0	0	1
gene-PA2613	412	413	328	438	68	61	37	24	host	gene-PA2613	0.7996515512942143	0	0	0	1
gene-PA4814	9	3	2	2	2	1	0	1	host	fadH2	1.0392304845413265	0	1	0	1
gene-PA1648	16	19	19	14	4	3	0	0	host	gene-PA1648	0.8397883331199859	0	1	0	1
gene-PA0786	3	3	1	3	0	1	3	0	host	gene-PA0786	0.7423074889580903	0	1	0	1
gene-PA5263	202	186	161	194	38	49	30	22	host	argH	0.6948217310067948	0	0	0	1
gene-PA4096	2	1	0	0	1	0	0	0	host	gene-PA4096	1.4142135623730951	0	1	0	1
gene-PA1044	24	32	13	19	4	2	3	3	host	gene-PA1044	0.856971411425142	0	0	0	1
gene-PA1846	136	142	141	194	41	46	25	19	host	cti	0.6775900109328237	0	0	0	1
gene-PA0073	22	7	6	10	1	2	1	1	host	gene-PA0073	1.0785175010170212	0	0	0	1
gene-PA4443	78	111	64	112	8	11	19	7	host	cysD	0.8343460037750926	0	0	0	1
gene-PA0703	17	11	12	17	7	2	3	1	host	gene-PA0703	0.6922309394048981	0	0	0	1
gene-PPLUZ19_gp49	0	0	36	67	5	30	815	522	phage	gp49	1.571321113932816	0	1	0	1
gene-PA3529	369	465	266	351	81	77	51	38	host	gene-PA3529	0.7495415156026927	0	0	0	1
gene-PA0997	2027	2051	886	972	201	112	55	52	host	pqsB	1.0004058709295667	0	0	0	1
gene-PA0695	2	2	0	1	0	0	0	2	host	gene-PA0695	1.0594569267279519	0	1	0	1
gene-PA5448	317	278	290	363	36	29	10	7	host	wbpY	0.8891669686446864	0	0	0	1
