Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-PA4473	162	113	47	150	232	129	18	27	4	12	11	128	host	gene-PA4473	0.841578806666583	0	1
gene-PA4269	6305	10816	8149	6360	13993	5879	2395	3137	812	1975	1255	1253	host	rpoC	0.7731116858808801	0	1
gene-PA1546	162	158	558	79	152	235	23	23	36	27	12	138	host	hemN	1.0918540132687096	0	1
gene-PA1474	160	107	46	82	113	201	19	17	19	12	7	361	host	gene-PA1474	1.0555850823160196	0	1
gene-PA4616	50	57	63	139	161	345	17	28	396	13	6	121	host	gene-PA4616	1.06534400128251	0	1
gene-PA1484	45	64	33	25	63	159	10	10	20	8	6	89	host	gene-PA1484	0.9684519912864872	0	1
gene-PA5500	85	59	34	27	42	182	14	7	27	6	7	201	host	znuC	1.111397845268523	0	1
gene-PA4243	7002	8441	4348	4977	9724	7152	2127	3051	651	1393	753	1788	host	secY	0.7048149256406445	0	1
gene-PA5362	211	225	8502	184	276	1203	30	37	376	18	23	563	host	gene-PA5362	2.362244246680213	0	1
gene-PA3237	8	10	12	5	5	97	0	0	5	1	2	82	host	gene-PA3237	1.687420193177406	0	1
gene-PA3981	134	119	140	154	178	314	33	31	71	20	6	239	host	gene-PA3981	0.7528375830794167	0	1
gene-PA2191	398	117	37	90	35	172	22	11	18	7	2	101	host	exoY	1.276631989396074	0	1
gene-PA0279	17	13	7	6	8	61	1	3	6	1	1	102	host	gene-PA0279	1.5724097411550884	0	1
gene-PA3247	77	89	47	97	129	208	20	30	31	9	16	300	host	gene-PA3247	0.962329174372065	0	1
gene-PA4181	15	7	498	4	5	82	0	1	194	1	0	114	host	gene-PA4181	1.8232906903043173	0	1
gene-PA4639	83	100	92	55	59	443	17	29	20	17	14	184	host	gene-PA4639	1.2478678206581901	0	1
gene-PA3008	87	130	71	100	183	102	34	37	12	13	13	77	host	gene-PA3008	0.7083002871548393	0	1
gene-PA1842	67	68	49	38	53	108	9	17	14	9	6	84	host	gene-PA1842	0.7408519315851203	0	1
gene-PA3189	239	670	112	232	803	202	18	32	15	16	5	185	host	gene-PA3189	1.1949810385197535	0	1
gene-PA0299	1493	1021	760	2388	2396	627	473	390	53	58	81	191	host	spuC	0.979914610467863	0	1
gene-PA4818	4	5	17	0	9	196	1	2	26	2	0	433	host	gene-PA4818	2.1539462618022647	0	1
gene-PA2265	16	14	36	19	21	208	3	2	29	1	7	250	host	gene-PA2265	1.6027681671005436	0	1
gene-PA3927	12	17	15	8	3	139	1	1	19	0	0	212	host	gene-PA3927	1.8170329195015873	0	1
gene-PA3042	32	35	27	29	45	90	13	13	3	2	1	48	host	gene-PA3042	0.8623435668548602	0	1
gene-PA3623	1803	2562	574	495	1021	402	83	147	57	52	29	337	host	gene-PA3623	1.2099856197302632	0	1
gene-PA1715	303	117	12	233	162	25	40	25	5	5	18	51	host	pscB	1.1500187758412217	0	1
gene-PA0115	98	112	43	38	66	190	19	9	16	6	4	308	host	gene-PA0115	1.1600038009884162	0	1
gene-PA3907	30	64	96	30	78	268	14	14	217	11	6	143	host	gene-PA3907	1.0249330876256688	0	1
gene-PA5268	90	103	74	28	47	253	9	6	319	4	1	334	host	corA	1.1285684602615644	0	1
gene-PA2283	7	3	19	5	10	152	4	3	19	5	1	210	host	gene-PA2283	1.806506037784665	0	1
gene-PA2505	19	16	20	4	15	137	4	3	21	0	1	84	host	opdT	1.4660461338495514	0	1
gene-PA1308	144	148	22	100	136	88	22	23	6	8	9	77	host	gene-PA1308	0.8323528825153991	0	1
gene-PA2026	45	35	43	46	103	134	7	7	13	4	2	120	host	gene-PA2026	0.9685301407176317	0	1
gene-PA2147	20	11	39	7	9	283	4	2	31	3	3	302	host	katE	1.762577080670167	0	1
gene-PA1209	13	7	20	7	8	65	0	3	13	2	0	141	host	gene-PA1209	1.6902482495718079	0	1
gene-PA2378	222	238	78	88	158	232	14	19	20	11	3	435	host	gene-PA2378	1.0124262442624372	0	1
gene-PA5087	41	59	88	20	38	342	3	5	43	3	5	357	host	gene-PA5087	1.4519111212582088	0	1
gene-PA4647	117	159	375	126	175	351	43	43	466	29	22	359	host	uraA	0.7988680353221367	0	1
gene-PA0360	175	149	78	79	147	255	21	22	36	9	9	280	host	gene-PA0360	0.870565102610711	0	1
gene-PA1065	52	53	126	34	35	65	6	7	5	3	2	111	host	gene-PA1065	0.9740942680941939	0	1
gene-PA1092	2586	3213	2535	5685	6157	2526	1288	732	6929	270	322	171	host	fliC	0.8475956035389526	0	1
gene-PA4713	20	14	17	14	16	140	2	2	17	2	5	110	host	gene-PA4713	1.451344369183375	0	1
gene-PA1892	3	4	23	7	6	101	1	1	8	0	1	148	host	gene-PA1892	1.8134495187198891	0	1
gene-PA3423	8	24	31	8	13	269	2	3	28	6	0	162	host	gene-PA3423	1.7203482397236662	0	1
gene-PA1639	113	105	41	61	91	128	25	24	11	10	5	186	host	gene-PA1639	0.8280700453464067	0	1
gene-PA3403	32	21	20	50	58	81	17	21	13	10	5	74	host	gene-PA3403	0.7374101090767538	0	1
gene-PA0898	359	399	226	243	585	221	23	37	27	10	11	209	host	aruD	0.9034037542216065	0	1
gene-PA2179	7	3	17	1	2	126	2	1	14	0	0	182	host	gene-PA2179	1.9283145862187332	0	1
gene-PA2867	105	108	144	62	78	150	6	11	24	8	8	364	host	gene-PA2867	1.0959040857964388	0	1
gene-PA2665	18	14	28	5	6	147	1	2	19	1	0	201	host	gene-PA2665	1.707417962889565	0	1
gene-PA4282	314	257	161	180	266	490	46	55	57	33	27	8103	host	gene-PA4282	2.638526683003097	0	1
gene-PA5525	71	73	47	36	49	136	4	8	19	6	5	168	host	gene-PA5525	0.9846423613739338	0	1
gene-PA1575	15	12	10	21	31	67	6	2	11	2	0	86	host	gene-PA1575	1.1895915956121588	0	1
gene-PA2340	13	12	28	5	7	143	1	5	21	3	1	162	host	gene-PA2340	1.6147801332190135	0	1
gene-PA0723	347	368	3660	312	319	905	271	264	4045	179	244	128	host	coaB	1.441824874470749	0	1
gene-PA1504	17	25	17	13	22	87	4	3	13	2	0	76	host	gene-PA1504	1.1721416551168533	0	1
gene-PA1410	9	3	9	7	19	147	1	1	14	2	1	160	host	gene-PA1410	1.7718461947821678	0	1
gene-PA4398	101	110	1919	60	85	8415	8	15	41	7	3	675	host	gene-PA4398	2.424199455992126	0	1
gene-PA2033	2046	1132	51	276	305	108	36	14	4	12	18	142	host	gene-PA2033	1.72171214263779	0	1
gene-PA4391	141	198	43	56	86	237	22	20	9885	16	6	134	host	gene-PA4391	2.9977265187850812	0	1
gene-PA2339	20	11	18	7	5	91	1	2	14	2	1	147	host	gene-PA2339	1.630151313197031	0	1
gene-PA3517	9	12	20	9	13	207	1	1	22	0	2	322	host	gene-PA3517	1.9096949998107378	0	1
gene-PA4399	122	63	36	55	63	153	8	13	15	4	6	283	host	gene-PA4399	1.1553746611141533	0	1
gene-PA2182	5	4	9	1	2	50	1	0	2	0	1	29	host	gene-PA2182	1.6894643946613386	0	1
gene-PA1971	66	45	38	30	44	190	7	4	18	4	1	225	host	braZ	1.2643731473668338	0	1
gene-PA1864	0	0	4	0	1	47	0	1	4	0	2	81	host	gene-PA1864	2.0958657068678064	0	1
gene-PA3739	59	55	43	43	48	236	17	20	44	4	3	195	host	gene-PA3739	1.1049564829430587	0	1
gene-PA2016	104	153	114	43	71	117	0	6	15	0	1	104	host	liuR	0.8865499970304178	0	1
gene-PA4925	38	45	27	15	29	198	8	8	25	2	4	159	host	gene-PA4925	1.3106963801596092	0	1
gene-PA1526	82	63	52	74	98	130	17	18	15	10	5	51	host	gene-PA1526	0.7434771541898919	0	1
gene-PA5291	78	89	1950	75	109	617	13	14	2137	12	2	636	host	gene-PA5291	1.5346648510645224	0	1
gene-PA4534	187	191	62	84	116	192	23	41	21	8	13	123	host	gene-PA4534	0.778624365000977	0	1
gene-PA0981	12	18	68	13	18	570	3	5	38	5	1	342	host	gene-PA0981	1.8734031154415876	0	1
gene-PA4859	4	4	25	1	7	232	0	1	22	0	1	329	host	gene-PA4859	1.9998188120317852	0	1
gene-PA5471	40	45	37	32	41	181	11	14	24	11	8	315	host	gene-PA5471	1.390018045344323	0	1
gene-PA3455	310	259	135	103	156	281	21	19	30	8	8	298	host	gene-PA3455	0.8645384826410729	0	1
gene-PA3255	145	133	42	88	100	155	20	19	19	11	9	200	host	gene-PA3255	0.821357910753841	0	1
gene-PA0876	79	80	53	37	63	201	13	11	30	8	5	257	host	gene-PA0876	1.0960653178047317	0	1
gene-PA2650	12	10	17	11	9	110	3	2	9	0	3	248	host	gene-PA2650	1.9345894356381088	0	1
gene-PA5570	128	218	84	219	369	224	90	98	23	73	38	39	host	rpmH	0.7412456213800623	0	1
gene-PA1703	670	230	50	351	172	269	114	41	38	20	44	218	host	pcrD	0.9705690627241079	0	1
gene-PA4897	76	100	106	38	55	680	11	6	83	5	4	517	host	gene-PA4897	1.5041654525671448	0	1
gene-PA2193	3	18	28	2	13	30	1	3	2	6	1	18	host	hcnA	0.9848451654955718	0	1
gene-PA2749	39	25	25	8	24	148	3	6	24	2	2	100	host	endA	1.271499092411379	0	1
gene-PA0417	16	11	18	15	19	91	3	9	11	4	2	122	host	chpE	1.3691402718478816	0	1
gene-PA5515	75	62	17	26	34	90	6	13	11	7	1	110	host	gene-PA5515	0.9430282160705024	0	1
gene-PA1953	16	10	16	2	5	93	1	0	13	1	1	152	host	gene-PA1953	1.7511464952615488	0	1
gene-PA2738	1946	1729	750	541	817	490	169	190	74	105	67	75	host	himA	1.0687556837600272	0	1
gene-PA3967	21	14	25	23	35	109	9	17	12	3	4	86	host	gene-PA3967	1.0666587991137504	0	1
gene-PA4198	39	43	3728	24	29	438	10	6	3352	6	2	751	host	gene-PA4198	1.8370212148471927	0	1
gene-PA2357	4	1	3	4	0	85	0	1	9	0	0	213	host	msuE	2.2754978850792194	0	1
gene-PA4438	107	174	53	166	285	264	55	71	36	44	29	137	host	gene-PA4438	0.7134400446245477	0	1
gene-PA3467	9	10	29	5	10	165	2	0	23	2	2	342	host	gene-PA3467	1.9694709527806236	0	1
gene-PA2305	193	250	64	48	100	121	14	19	21	11	7	190	host	ambB	0.9336706581567263	0	1
gene-PA4010	86	59	34	37	75	465	11	20	28	6	3	250	host	gene-PA4010	1.4531548507346643	0	1
gene-PA4532	85	92	31	48	79	138	17	12	12	6	7	188	host	gene-PA4532	0.9399964519864827	0	1
gene-PA4742	407	862	380	480	936	972	198	329	62	124	81	190	host	truB	0.7598015464452306	0	1
gene-PA2253	2	4	4	2	4	30	0	1	3	2	0	38	host	ansA	1.6050845137550533	0	1
gene-PA0117	10	5	33	6	7	137	1	1	24	1	0	168	host	gene-PA0117	1.6724410971490082	0	1
gene-PA4670	445	796	977	813	1454	675	312	397	120	272	164	192	host	prs	0.697524723793413	0	1
gene-PA3135	31	26	27	14	24	148	3	6	13	3	2	161	host	gene-PA3135	1.3886806180700628	0	1
gene-PA5088	15	37	74	21	25	364	3	5	616	5	0	245	host	gene-PA5088	1.581729469690045	0	1
gene-PA1532	463	474	211	242	380	355	48	65	40	35	31	238	host	dnaX	0.7636174338242724	0	1
gene-PA2756	458	430	73	144	195	121	35	45	20	20	12	40	host	gene-PA2756	1.1251588382442281	0	1
gene-PA1966	65	29	14	18	20	36	13	3	9	1	4	60	host	gene-PA1966	0.8998870555812922	0	1
gene-PA4156	67	72	1726	50	37	793	16	7	443	6	4	736	host	gene-PA4156	1.5301235580039145	0	1
gene-PA4891	10	4	10	5	3	66	1	3	5	0	2	114	host	ureE	1.8046917924020582	0	1
gene-PA3199	38	46	25	38	43	161	8	12	17	6	1	206	host	gene-PA3199	1.239826219861742	0	1
gene-PA0949	104	64	26	71	86	113	26	10	11	15	11	189	host	wrbA	0.8776818000140515	0	1
gene-PA3316	38	32	16	15	35	86	8	8	8	6	2	99	host	gene-PA3316	1.0394207411112304	0	1
gene-PA0736a	7	10	16	6	5	57	2	0	13	1	0	40	host	gene-PA0736a	1.293150503489222	0	1
gene-PA3549	5	1	16	0	3	179	0	4	21	2	2	209	host	algJ	1.92290656684894	0	1
gene-PA2982	290	320	57	175	293	117	47	51	17	34	20	106	host	gene-PA2982	0.859341545766753	0	1
gene-PA2712	44	32	27	21	33	86	11	8	15	1	2	76	host	gene-PA2712	0.8835419531818766	0	1
gene-PA4553	98	105	1855	99	136	171	17	21	12	9	8	209	host	pilX	2.167130543478393	0	1
gene-PA2677	17	15	24	12	12	205	3	3	28	2	3	107	host	gene-PA2677	1.6112231605202998	0	1
gene-PA0484	141	50	40	34	44	151	9	4	11	1	2	141	host	gene-PA0484	1.0626544366358683	0	1
gene-PA4904	5	7	21	4	8	113	2	0	24	1	0	188	host	vanA	1.8031139982561237	0	1
gene-PA0147	19	23	33	3	10	267	1	2	22	1	1	466	host	gene-PA0147	1.963782975337576	0	1
gene-PA0206	8	15	51	5	8	262	6	3	31	3	0	371	host	gene-PA0206	1.826031454480849	0	1
gene-PA1525	36	34	47	15	27	206	5	3	30	2	2	118	host	alkB2	1.318803828253075	0	1
gene-PA4188	6	3	32	1	3	116	0	0	1278	0	0	164	host	gene-PA4188	2.6116796897293026	0	1
gene-PA2596	9	7	9	6	8	121	1	1	15	1	2	189	host	gene-PA2596	1.8671654055504572	0	1
gene-PA4666	121	172	263	114	184	187	42	35	139	23	16	224	host	hemA	0.6280851831001245	0	1
gene-PA3232	81	41	16	106	144	116	6	4	12	2	0	154	host	gene-PA3232	1.0041365755621317	0	1
gene-PA2481	60	67	75	60	97	168	6	13	12	8	2	238	host	gene-PA2481	1.0339239039880899	0	1
gene-PA4764	1475	1815	109	814	1247	221	193	212	30	121	64	62	host	fur	1.1522890043247431	0	1
gene-PA2550	98	70	55	233	252	197	25	12	12	3	10	299	host	gene-PA2550	0.9903247800039463	0	1
gene-PA2442	416	333	120	251	335	126	24	19	14	8	6	143	host	gcvT2	0.9505952934464941	0	1
gene-PA4894	108	96	13	29	36	28	5	4	9	1	3	30	host	gene-PA4894	1.13555737538507	0	1
gene-PA2185	6	3	17	4	3	130	1	1	12	0	1	93	host	katN	1.8047977647021012	0	1
gene-PA4844	10	23	35	16	26	187	6	6	22	5	1	262	host	gene-PA4844	1.6055995435447359	0	1
gene-PA4468	4164	3913	312	2106	2361	151	237	235	15	132	128	113	host	sodM	1.2959741388056882	0	1
gene-PA5210	167	165	186	115	191	314	27	36	35	17	15	265	host	gene-PA5210	0.7701534002689984	0	1
gene-PA0878	0	2	5	1	2	54	0	0	15	0	1	113	host	gene-PA0878	2.0339081089113105	0	1
gene-PA1610	213	443	237	1276	1975	371	370	433	21	137	101	64	host	fabA	1.1764956589548021	0	1
gene-PA4632	139	140	90	56	74	230	24	52	231	31	23	193	host	gene-PA4632	0.6975149863526756	0	1
gene-PA0674	36	27	527	24	23	134	2	3	513	2	2	170	host	vreA	1.5208269907291057	0	1
gene-PA0533	143	82	60	34	54	300	4	13	24	4	6	549	host	gene-PA0533	1.4704990140814742	0	1
gene-PA2574	27	25	40	17	26	271	2	2	35	2	1	148	host	alkB1	1.5476384918904704	0	1
gene-PA2014	908	763	323	1048	1178	196	90	68	18	28	27	291	host	liuB	1.0172320527589835	0	1
gene-PA0724	14	30	6833	15	12	3002	1	3	9260	2	5	953	host	gene-PA0724	1.7932631588576482	0	1
gene-PA3005	245	238	45	126	165	122	24	43	14	23	14	154	host	nagZ	0.8134152443718444	0	1
gene-PA5082	24	44	49	28	30	459	2	2	129	1	0	151	host	gene-PA5082	1.6271910536052105	0	1
gene-PA4599	11	8	3386	5	10	161	3	9	3533	2	5	241	host	mexC	2.074468977680934	0	1
gene-PA3653	708	647	420	366	506	668	173	203	64	146	93	137	host	frr	0.6678876436991465	0	1
gene-PA2244	10	11	11	5	8	51	4	2	7	1	1	118	host	pslN	1.701841465382632	0	1
gene-PPLUZ19_gp21	0	0	42	5	9	12618	21395	28174	78266	87765	80098	106762	phage	gp21	1.1408378513603739	0	0
gene-PA1362	6	11	30	2	4	152	0	0	20	1	1	98	host	gene-PA1362	1.6982246211574386	0	1
gene-PA1558	7	11	7	7	9	64	3	4	6	1	0	90	host	gene-PA1558	1.5695165652438636	0	1
gene-PA3733a	14	16	29	8	9	128	0	8	17	3	0	110	host	gene-PA3733a	1.4515534038720734	0	1
gene-PA0479	17	11	50	8	7	169	1	2	29	0	1	241	host	gene-PA0479	1.6675055436936495	0	1
gene-PA3729	635	802	1227	467	804	815	123	119	107	89	66	527	host	gene-PA3729	0.7641984918908179	0	1
gene-PA1513	45	51	42	18	24	226	5	6	17	1	3	221	host	gene-PA1513	1.4043782672395975	0	1
gene-PA1908	21	11	13	17	25	45	1	2	10	2	1	101	host	gene-PA1908	1.3061226418459533	0	1
gene-PA1577	92	111	38	73	97	81	9	17	10	9	9	51	host	gene-PA1577	0.7578949048188242	0	1
gene-PA1112b	167	220	72	187	326	162	54	83	10	33	18	79	host	gene-PA1112b	0.7787286665048601	0	1
gene-PA0316	625	462	143	494	603	349	145	120	56	56	61	130	host	serA	0.784211684446277	0	1
gene-PA0118	6	7	53	2	2	231	2	0	41	1	0	291	host	gene-PA0118	1.797592762921486	0	1
gene-PA4460	152	182	109	161	236	243	40	64	22	35	22	63	host	gene-PA4460	0.7063996174510901	0	1
gene-PA4110	25	20	4756	9	26	224	6	4	19	4	1	441	host	ampC	2.8207471698038193	0	1
gene-PA1263	22	13	21	8	6	179	3	1	15	1	0	205	host	gene-PA1263	1.7413385045496548	0	1
gene-PA5126	115	90	4260	48	73	139	13	14	26	4	4	112	host	gene-PA5126	2.8475234569481906	0	1
gene-PA3457	24	20	34	12	29	56	6	8	7	5	2	63	host	gene-PA3457	0.8739611068470406	0	1
gene-PA3975	43	28	17	23	37	76	8	10	11	8	5	2689	host	thiD	2.9919735963382585	0	1
gene-PA1202	44	52	30	36	29	108	15	13	17	4	3	107	host	gene-PA1202	0.8954946782155984	0	1
gene-PA1748	45	51	127	21	41	235	9	10	16	12	8	73	host	gene-PA1748	1.1843650711906462	0	1
gene-PA2327	38	26	15	11	23	93	2	2	7	2	0	217	host	gene-PA2327	1.6466420419473564	0	1
gene-PA2722	30	6	12	5	14	68	4	4	9	0	2	108	host	gene-PA2722	1.4475061893380694	0	1
gene-PA3831	296	306	1132	255	330	248	48	56	34	30	24	309	host	pepA	1.1388170365087833	0	1
gene-PA3815	210	248	40	375	561	150	51	59	12	22	24	71	host	iscR	1.0756537999899063	0	1
gene-PA3818	66	116	48	157	283	300	149	193	25	81	52	139	host	gene-PA3818	0.6378518094037675	0	1
gene-PA3266	306	677	279	1387	1606	863	280	320	48	74	47	142	host	capB	1.005004337027309	0	1
gene-PA2031	4	16	8	3	7	66	0	2	9	2	1	114	host	gene-PA2031	1.7252582567020707	0	1
gene-PA3566	15	10	34	10	21	174	2	0	25	0	1	237	host	gene-PA3566	1.6794678976375776	0	1
gene-PA3297	361	271	146	291	413	609	57	52	66	23	20	766	host	gene-PA3297	0.9160584249240226	0	1
gene-PA4665	190	222	1084	177	316	303	37	57	28202	27	25	314	host	prfA	2.9968305047778503	0	1
gene-PA4720	62	76	58	99	102	300	24	34	27	22	10	276	host	trmA	1.0219458739312044	0	1
gene-PA0719	10	6	413	10	4	283	8	5	33	9	7	309	host	gene-PA0719	1.570713351280156	0	1
gene-PA2777	41	48	18	31	37	79	7	6	19	1	1	123	host	gene-PA2777	1.0107226990506286	0	1
gene-PA5339	258	391	478	333	466	290	72	102	473	50	31	166	host	gene-PA5339	0.6344106042271392	0	1
gene-PA0836	34	25	188	22	26	130	6	3	61	5	5	295	host	ackA	1.3183275389674598	0	1
gene-PA2108	21	18	17	25	19	156	5	6	13	1	3	247	host	gene-PA2108	1.6520409044860922	0	1
gene-PA3600	13	13	11	18	15	47	2	2	2	0	1	45	host	gene-PA3600	1.0990477176393487	0	1
gene-PA4322	77	85	158	79	115	99	24	30	10	9	8	175	host	gene-PA4322	0.7647159787218705	0	1
gene-PA2741	4838	6786	2158	5005	8722	1837	2384	3204	356	1720	1153	397	host	rplT	0.7791794849971315	0	1
gene-PA4475	267	172	61	150	202	135	27	27	13	9	8	94	host	gene-PA4475	0.8598900687826644	0	1
gene-PA4145a	44	21	10928	15	37	149	1	3	21	3	2	327	host	gene-PA4145a	3.122897149863117	0	1
gene-PA4823	0	0	10	0	0	45	0	1	1	1	0	75	host	gene-PA4823	2.0638652637735673	0	1
gene-PA2552	994	627	248	1350	1593	289	178	121	17	13	29	189	host	gene-PA2552	1.1160895625763068	0	1
gene-PA1469	32	14	4	7	17	53	1	3	5	1	2	72	host	gene-PA1469	1.260725865257442	0	1
gene-PA3536	95	73	24	36	61	73	16	26	13	12	8	108	host	gene-PA3536	0.7384335223957045	0	1
gene-PA2436	141	152	23	60	78	57	9	19	8	9	3	88	host	gene-PA2436	0.9258553013324343	0	1
gene-PA1265	0	2	4	0	0	36	0	0	9	0	2	65	host	gene-PA1265	1.961786614850418	0	1
gene-PA0492	13	8	10	0	5	156	0	1	5	0	0	190	host	gene-PA0492	1.9616365247529872	0	1
gene-PA3233	289	145	28	400	572	207	16	17	26	7	9	353	host	gene-PA3233	1.0649746493260068	0	1
gene-PA1855	2	2	3	5	2	29	1	1	3	0	0	52	host	gene-PA1855	1.8227451824103114	0	1
gene-PA4710	590	988	446	56	102	464	5884	29	71	20	22	620	host	phuR	2.027232244761218	0	1
gene-PA4246	1904	3270	3128	3370	5443	4211	1152	1570	295	771	477	282	host	rpsE	0.7551884765195216	0	1
gene-PA2457	18	21	54	19	55	301	5	4	38	5	3	194	host	gene-PA2457	1.481134119250672	0	1
gene-PA4172	3	2	57	3	2	123	0	1	32	0	0	357	host	gene-PA4172	2.0589816584124674	0	1
gene-PA3610	10	21	22	10	11	219	6	8	24	6	2	129	host	potD	1.626942777355416	0	1
gene-PA0650	692	4364	184	505	731	270	96	119	34	56	54	189	host	trpD	1.9027998765916638	0	1
gene-PA0768	198	216	457	303	405	289	62	69	361	41	30	109	host	lepB	0.6816624159562406	0	1
gene-PA2585	422	360	140	275	460	267	73	86	24	50	31	259	host	uvrC	0.7364889219158118	0	1
gene-PA4316	155	207	89	97	141	284	32	25	38	14	10	160	host	sbcB	0.7976254452990942	0	1
gene-PA2938	20	12	15	9	11	207	2	7	29	3	1	300	host	gene-PA2938	1.8056969310062256	0	1
gene-PA1424	28	16	12	11	19	79	2	4	10	4	0	91	host	gene-PA1424	1.2536022449452702	0	1
gene-PA0983	23	51	47	15	27	115	3	5	23	4	6	61	host	gene-PA0983	0.9911240436020579	0	1
gene-PA3196	62	65	35	99	195	146	8	17	19	5	6	174	host	gene-PA3196	0.9500394007861631	0	1
gene-PA0290	67	66	25	20	29	162	4	7	14	6	2	160	host	gene-PA0290	1.1781831996895684	0	1
gene-PA5007	119	134	56	105	200	155	21	21	15	8	4	171	host	gene-PA5007	0.8116523923114562	0	1
gene-PA2140	2	0	3	0	0	35	0	0	2	0	0	38	host	gene-PA2140	2.009042060286444	0	1
gene-PA4376	63	49	195	37	48	3616	12	14	270	7	4	207	host	pncB2	2.6018416900581873	0	1
gene-PA2842	49	57	37	33	60	112	5	12	22	10	5	126	host	gene-PA2842	0.8722161539915129	0	1
gene-PA5153	923	964	474	655	651	251	49	31	29	11	22	322	host	gene-PA5153	0.9453558778079648	0	1
gene-PA2572	60	50	40	47	52	156	11	11	21	5	5	61	host	gene-PA2572	0.9189660748892858	0	1
gene-PA0069	24	19	41	13	28	254	7	7	28	6	3	388	host	gene-PA0069	1.7139224788329626	0	1
gene-PA4032	183	156	45	56	94	166	28	33	22	17	9	153	host	gene-PA4032	0.7921543572040892	0	1
gene-PA0973	3934	4176	1163	2392	3662	965	769	835	70	506	360	131	host	oprL	0.9325656574506154	0	1
gene-PA2399	28932	26652	5485	20480	31884	4707	4152	5009	298	2201	1456	1131	host	pvdD	1.0550594386886762	0	1
gene-PA1097	1037	1025	266	299	420	334	85	93	38	41	32	218	host	fleQ	1.0473920540179285	0	1
gene-PA5522	125	107	37	91	137	178	23	22	17	7	5	227	host	gene-PA5522	0.8744551419120022	0	1
gene-PA0126	11	12	55	8	11	170	4	8	19	5	6	275	host	gene-PA0126	1.6785783443206168	0	1
gene-PA4690.4	544	1082	526	385	813	1925	284	611	254	398	213	485	host	gene-PA4690.4	0.7288077486520343	0	1
gene-PA4975	68	52	23	32	78	179	8	10	17	2	3	194	host	gene-PA4975	1.1412794289529482	0	1
gene-PA2570.1	86	71	59	9	12	51	3	8	12	5	4	28	host	gene-PA2570.1	0.9800830689473506	0	1
gene-PA4879	118	88	53	48	69	405	11	19	39	5	5	729	host	gene-PA4879	1.5700168040052254	0	1
gene-PA2566	10	31	28	23	46	157	7	20	21	8	2	52	host	gene-PA2566	1.1830922878975547	0	1
gene-PA2459	73	207	339	100	281	935	19	41	75	6	5	338	host	gene-PA2459	1.2489371949017984	0	1
gene-PA1396	41	49	38	25	34	184	7	14	26	8	6	330	host	gene-PA1396	1.456848966600344	0	1
gene-PA0881	1	3	16	0	1	118	0	0	21	0	1	417	host	gene-PA0881	2.4024034811664765	0	1
gene-PA0571	43	41	15	19	24	134	7	6	8	3	2	183	host	gene-PA0571	1.3682443777424904	0	1
gene-PA1192	82	126	61	120	176	248	37	37	22	28	16	128	host	gene-PA1192	0.7614860752303335	0	1
gene-PA2830	168	246	97	109	137	131	31	40	20	32	22	67	host	htpX	0.7323775389129107	0	1
gene-PA5239	588	737	637	1549	2189	780	177	225	119	94	72	163	host	rho	1.0303704196746868	0	1
gene-PA0959	150	127	55	77	88	136	10	26	26	12	10	87	host	gene-PA0959	0.7365032711328553	0	1
gene-PA1375	90	75	19	36	32	52	7	7	9	2	3	71	host	pdxB	0.8936689341185894	0	1
gene-PA1249	202	407	81	174	299	231	30	32	17	10	7	241	host	aprA	0.8877775761794406	0	1
gene-PA0083	272	288	559	221	355	327	73	105	53	62	29	152	host	gene-PA0083	0.7330587868044708	0	1
gene-PA3910	13	16	911	8	9	182	2	0	4683	3	0	316	host	eddA	2.5060262708627565	0	1
gene-PA2417	39	23	24	20	26	139	3	3	14	2	0	110	host	gene-PA2417	1.269353862500422	0	1
gene-PA0697	6	5	638	2	3	182	1	0	75	0	0	200	host	gene-PA0697	1.927456821478672	0	1
gene-PA4495	294	245	96	158	186	219	47	40	1028	16	14	305	host	gene-PA4495	1.1939336614015814	0	1
gene-PA0454	65	51	75	41	60	387	10	8	45	6	1	595	host	gene-PA0454	1.5746213506615434	0	1
gene-PA0629	44	49	25	65	87	131	54	78	21	54	33	128	host	gene-PA0629	0.5418165581529848	0	1
gene-PA0751	28	28	398	41	42	82	7	11	14	4	2	314	host	gene-PA0751	1.5573247775569394	0	1
gene-PA3842	125	40	21	70	30	109	18	2	15	1	1	87	host	gene-PA3842	0.9677953279992112	0	1
gene-PA4938	1030	1422	580	1313	2046	1573	412	524	91	229	142	435	host	purA	0.7517213407112425	0	1
gene-PA3680	63	59	18	33	49	81	12	5	16	4	3	93	host	gene-PA3680	0.8364235831223105	0	1
gene-PA3744	3180	3555	1335	3430	6494	2764	1107	1722	250	840	491	202	host	rimM	0.8385309618266108	0	1
gene-PA3787	126	115	54	37	79	236	12	15	13	9	6	205	host	gene-PA3787	1.006505317691247	0	1
gene-PA0915	4	6	11	8	15	80	16	12	8	5	1	70	host	gene-PA0915	1.2805306283067188	0	1
gene-PA0899	602	656	705	657	1305	438	65	100	41	27	16	259	host	aruB	0.9335111995103074	0	1
gene-PA3573	20	27	31	30	45	159	5	11	19	3	4	203	host	gene-PA3573	1.3365219831388533	0	1
gene-PA2708	30	27	23	10	10	146	3	7	13	2	1	220	host	gene-PA2708	1.607629785635395	0	1
